	geneID	loci	strand	geneName	geneClass	geneCategory	DHS_type	geneType	exonLen_bin	splicingType	TIEScore_tier	total_clstrCount	num_transcript	coding_status	directionality	cumulative_support	support_source_num	DPI	sum_spIndx	max_genomicLen	max_exonLen	TE_LINE_associated	TE_SINE_associated	TE_DNA_associated	TE_LTR_associated	annoComment	promoter name	max expression (TPM)	median expression (TPM)	5th	25th	75th	95th	kurtosis	skew	TATA	CpG	Gene Symbol	chrom
91	ENSG00000006114.11	chr17:35872195-35969446,-	-	SYNRG	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	184952	48	coding	0.9743799999999999	ENCODE:FANTOM:GENCODE:HUBDMAP	4	chr17:35969409..35969486,-	26.045723234875304	94755	8762	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@SYNRG	146,5	26,8	11,34	19,1	41,9	75,26	4,004328458	1,767900611	TATA-less	CpG	SYNRG	chr17
92	ENSG00000006125.12	chr17:33904977-34053656,+	+	AP2B1	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	404040	55	coding	0.9876299999999999	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr17:33914276..33914385,+	27.8899267183723	148459	13978	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@AP2B1	211,1	50,6	23,14	37,3	70,7	123,46	2,94692149	1,550401431	TATA-less	CpG-less	AP2B1	chr17
93	ENSG00000006194.6	chr16:3313810-3353809,+	+	ZNF263	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	83588	25	coding	0.89885	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr16:3333443..3333545,+	6.510520283705	40000	16260	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@ZNF263	57,7	10,1	5,5	8	12,7	18	16,54411926	2,304929157	TATA-less	CpG	ZNF263	chr16
94	ENSG00000006282.15	chr17:48619602-48635700,+	+	SPATA20	coding_mRNA	__na	DHS_dyadic	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	232553	36	coding	0.9997	FANTOM:GENCODE:HUBDMAP:MITRANS	4	chr17:48624510..48624571,+	17.1367862444513	13995	4356	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@SPATA20	321,9	32,6	6,24	19,6	50,5	83,92	16,53827814	2,35912645	TATA-less	CpG	SPATA20	chr17
95	ENSG00000006451.3	chr7:39661576-39754004,+	+	RALA	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	375783	16	coding	0.93704	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr7:39663146..39663225,+	5.27960477890124	90079	8984	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@RALA	252,9	33,4	15,94	24,8	47,3	102,88	9,964317161	2,672746837	TATA-less	CpG	RALA	chr7
96	ENSG00000006530.11	chr7:141251210-141361737,+	+	AGK	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	28652	12	coding	0.8659100000000001	ENCODE:FANTOM:GENCODE:MITRANS	4	chr7:141251177..141251240,+	17.7495350658782	105202	8878	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@AGK	27,7	4,3	1,3	3	6,2	10,42	5,994614245	1,686809487	TATA-less	CpG	AGK	chr7
97	ENSG00000006607.9	chr2:242295700-242435107,+	+	FARP2	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	100091	34	coding	0.99461	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr2:242295693..242295715,+	26.0226237721938	138557	13622	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@FARP2	74,5	12,3	5,1	9,2	16,2	27,62	13,03914836	2,915828931	TATA-less	CpG	FARP2	chr2
98	ENSG00000006625.13	chr7:30536237-30608507,-	-	GGCT	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	159928	14	coding	0.945	FANTOM:GENCODE:HUBDMAP	3	chr7:30544405..30544459,-	7.21023286306325	61649	2050	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@GGCT	153,1	24,4	5,54	14,7	42,3	77,1	3,231437316	1,579670625	TATA-less	CpG	GGCT	chr7
99	ENSG00000006695.6	chr17:13972840-14112168,+	+	COX10	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	29967	11	coding	-0.10277	ENCODE:FANTOM:GENCODE:HUBDMAP	4	chr17:13972807..13972864,+	6.49767602920318	139155	2879	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@COX10	33	5	1,9	3,8	7,1	11,6	8,785167976	2,045538035	TATA-less	CpG	COX10	chr17
100	ENSG00000006712.10	chr19:39873386-39883163,-	-	PAF1	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	283761	20	coding	-0.23156	FANTOM:GENCODE:HUBDMAP	3	chr19:39881669..39881773,-	12.770047586652998	9778	6500	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@PAF1	155,6	30,6	18,1	24,5	39,8	59,46	9,116099871	2,164910993	TATA-less	CpG	PAF1	chr19
101	ENSG00000006715.11	chr7:38735032-38969156,-	-	VPS41	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	220205	31	coding	0.99956	ENCODE:FANTOM:GENCODE:HUBDMAP	4	chr7:38948780..38948805,-	32.1296314601055	205298	29650	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@VPS41	260,7	35,3	11,14	24,4	48,6	85,76	11,59540659	2,303995283	TATA-less	CpG-less	VPS41	chr7
102	ENSG00000006744.14	chr17:12892490-12921344,-	-	ELAC2	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	226938	35	coding	0.98031	ENCODE:FANTOM:GENCODE	3	chr17:12921270..12921359,-	23.511313513831603	26533	4678	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@ELAC2	101,5	33,4	13,28	25,6	43,9	67,58	1,112899456	0,87249256	TATA-less	CpG	ELAC2	chr17
103	ENSG00000006837.7	chr5:133541305-133706734,-	-	CDKL3	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	46103	15	coding	0.31618	FANTOM:GENCODE:HUBDMAP:MITRANS	4	chr5:133706714..133706743,-	12.5339686581425	165430	2250	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@CDKL3	37,3	4	1,1	2,6	6,1	13,8	10,40245123	2,704173882	TATA-less	CpG-less	CDKL3	chr5
105	ENSG00000007047.10	chr19:45582518-45969720,+	+	MARK4	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	146847	20	coding	0.9743200000000001	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr19:45754505..45754577,+	16.020276764153902	201780	10133	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@MARK4	76,1	11	3,8	7,2	15,8	28,56	9,354756229	2,104046618	TATA-less	CpG-less	MARK4	chr19
106	ENSG00000007080.6	chr19:18043826-18055840,+	+	CCDC124	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	182218	11	coding	0.9940700000000001	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr19:18043810..18043835,+	4.07628004893352	10971	3954	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@CCDC124	270,7	27,1	10,64	19,7	39,5	70,48	22,69271382	3,298952007	TATA-less	CpG	CCDC124	chr19
107	ENSG00000007168.8	chr17:2496492-2593708,+	+	PAFAH1B1	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	243862	27	coding	0.97669	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr17:2496922..2496954,+	12.3798610669471	94956	10374	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@PAFAH1B1	212,2	28	12,7	21,1	36,7	88,84	9,35960448	2,628143224	TATA-less	CpG	PAFAH1B1	chr17
108	ENSG00000007202.10	chr17:26769716-26982405,-	-	KIAA0100	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	340132	48	coding	0.9778	ENCODE:FANTOM:GENCODE:HUBDMAP	4	chr17:26972126..26972201,-	44.537516290103206	193582	8469	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@KIAA0100	423	52,4	23	42,2	67	93,66	57,95606607	5,355519139	TATA-less	CpG	KIAA0100	chr17
109	ENSG00000007341.14	chr1:113058913-113163457,-	-	ST7L	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	112220	66	uncertain	0.69491	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr1:113161730..113161772,-	16.071284692292	96815	10057	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@ST7L	55,1	16,3	3,54	11,1	21	31,28	1,388818833	0,70781721	TATA-less	CpG	ST7L	chr1
110	ENSG00000007376.3	chr16:834974-838340,-	-	RPUSD1	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	98005	11	coding	0.54394	FANTOM:GENCODE:HUBDMAP:MITRANS	4	chr16:838330..838397,-	5.93568561032868	3367	2518	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@RPUSD1	121,6	14	5,14	10,1	19,1	35,06	20,87286812	3,324163844	TATA-less	CpG	RPUSD1	chr16
111	ENSG00000007384.11	chr16:107044-128112,-	-	RHBDF1	coding_mRNA	__na	DHS_enhancer	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	45283	49	coding	0.9358200000000001	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr16:122619..122655,-	16.3905695700008	21069	11132	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@RHBDF1	44,7	5,5	0	1	10	20,6	3,080752745	1,52290204	TATA-less	CpG	RHBDF1	chr16
112	ENSG00000007392.12	chr16:237200-285642,-	-	LUC7L	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	274258	38	coding	0.99816	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr16:279405..279456,-	11.259306491010099	47257	7805	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@LUC7L	157,2	38,9	19,08	28,9	58,5	88,54	1,779474994	1,234814969	TATA-less	CpG	LUC7L	chr16
113	ENSG00000007541.10	chr16:617005-635449,+	+	PIGQ	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	81160	26	coding	0.96709	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr16:619931..620004,+	12.364361263446801	16031	7039	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@PIGQ	57,2	9,2	3,2	6,7	12,7	20,5	10,17436002	2,172512582	TATA-less	CpG	PIGQ	chr16
114	ENSG00000007545.11	chr16:1660425-1924301,+	+	CRAMP1L	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	41970	22	coding	0.65617	ENCODE:FANTOM:GENCODE:HUBDMAP	4	chr16:1662351..1662442,+	29.667897127842803	261914	16109	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@CRAMP1L	57,5	5,9	2,3	4	8,6	13,6	26,07018607	3,185044216	TATA-less	CpG	CRAMP1L	chr16
115	ENSG00000007866.14	chr6:35435031-35465787,-	-	TEAD3	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	94176	27	coding	0.8518399999999999	ENCODE:FANTOM:GENCODE:HUBDMAP	4	chr6:35464817..35464894,-	9.749034156073561	26777	13847	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@TEAD3	129,3	13,1	0	1,7	24,4	47,14	5,887274217	1,744277805	TATA-less	CpG	TEAD3	chr6
116	ENSG00000007923.11	chr1:6690784-6761866,-	-	DNAJC11	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	154017	23	coding	0.99308	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr1:6761855..6761892,-	16.2570073085938	67639	7449	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@DNAJC11	94,5	25,2	10,1	18,7	32,1	48,28	3,376098555	1,248318457	TATA-less	CpG	DNAJC11	chr1
117	ENSG00000008018.8	chr6:170806293-170863276,-	-	PSMB1	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	1570417	16	uncertain	0.9983200000000001	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr6:170862322..170862415,-	5.216302749017809	53504	32256	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@PSMB1	694	228,6	115,34	164,8	298,2	412,16	0,888991466	0,792976658	TATA-less	CpG	PSMB1	chr6
118	ENSG00000008130.11	chr1:1630324-1713218,-	-	NADK	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	173157	45	coding	0.98293	ENCODE:FANTOM:GENCODE:HUBDMAP	4	chr1:1709845..1709914,-	14.216234271634901	82895	5261	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@NADK	92,1	21,2	3,6	15,3	29,3	46,64	2,821909421	1,14218986	TATA-less	CpG	NADK	chr1
119	ENSG00000008282.3	chr7:105726632-105753022,-	-	SYPL1	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	379039	11	coding	0.97977	ENCODE:FANTOM:GENCODE:HUBDMAP	4	chr7:105752651..105752776,-	5.32887539938056	26391	7273	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@SYPL1	330	59,5	21,3	42,4	84,3	135,8	4,68245698	1,535318313	TATA-less	CpG	SYPL1	chr7
120	ENSG00000008324.6	chr3:42623318-42637055,+	+	SS18L2	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	142953	11	coding	0.97185	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr3:42632330..42632410,+	2.08798695449831	13738	10644	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@SS18L2	93,8	18,3	7,84	13,2	24,4	46,42	6,978603263	2,297216356	TATA-less	CpG	SS18L2	chr3
121	ENSG00000008382.11	chr19:4343099-4364821,+	+	MPND	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	31340	19	coding	0.9528700000000001	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr19:4343542..4343579,+	11.9101741650953	21723	6305	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@MPND	25	3,1	1	2,1	4,8	8,5	8,829931511	2,223328253	TATA-less	CpG	MPND	chr19
122	ENSG00000008838.13	chr17:38175350-38218469,-	-	MED24	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	199283	44	coding	0.9851200000000001	ENCODE:FANTOM:GENCODE:HUBDMAP	4	chr17:38210644..38210675,-	28.847310314789	35312	4212	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@MED24	215,3	27,2	10,04	20,3	37	54,48	29,71310483	3,011839371	TATA-less	CpG	MED24	chr17
123	ENSG00000008869.7	chr2:37149691-37311469,-	-	HEATR5B	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	75385	27	coding	-0.04767	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr2:37311445..37311534,-	35.7364485374326	103436	8171	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@HEATR5B	61,3	10,3	2,84	6,6	16,3	30,46	2,623742305	1,475816436	TATA-less	CpG	HEATR5B	chr2
124	ENSG00000008988.5	chr8:56976133-56987065,-	-	RPS20	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	4651029	14	uncertain	0.99954	ENCODE:FANTOM:GENCODE:HUBDMAP	4	chr8:56987061..56987067,-	3.7534216565250804	10928	10126	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@RPS20	4656,8	493,7	159,1	368	643,9	1272,26	21,56328946	4,124669853	TATA	CpG	RPS20	chr8
125	ENSG00000009307.11	chr1:115259520-115301297,-	-	CSDE1	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	2195675	22	coding	0.9986	ENCODE:FANTOM:GENCODE:HUBDMAP	4	chr1:115300592..115300620,-	22.6560363216318	41085	4181	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@CSDE1	1269,6	330,1	115,26	250,2	413,9	580,54	4,540201174	1,167258013	TATA-less	CpG-less	CSDE1	chr1
126	ENSG00000009335.13	chr7:156931643-157115157,+	+	UBE3C	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	358048	36	coding	0.9969100000000001	ENCODE:FANTOM:GENCODE:HUBDMAP	4	chr7:156931606..156931674,+	24.0560389885284	153407	15383	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@UBE3C	143,1	58	34,9	47,6	68,7	88,48	1,535528106	0,592980271	TATA-less	CpG	UBE3C	chr7
127	ENSG00000009780.11	chr1:28052167-28125158,+	+	FAM76A	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	62019	12	coding	0.98731	ENCODE:FANTOM:GENCODE:MITRANS	4	chr1:28052456..28052515,+	9.372502586672939	37139	7712	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@FAM76A	40	9,2	3,9	6,4	13,5	21,56	2,121744823	1,281594019	TATA-less	CpG	FAM76A	chr1
128	ENSG00000009830.7	chr14:77739860-77787219,-	-	POMT2	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	55198	42	coding	-0.14262	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr14:77787198..77787244,-	24.1059655096064	45926	6128	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@POMT2	34,7	7,9	1,14	4,8	10,9	16,8	1,555288819	0,853877159	TATA-less	CpG	POMT2	chr14
129	ENSG00000009844.11	chr6:142468400-142545826,+	+	VTA1	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	235084	12	coding	0.98182	ENCODE:FANTOM:GENCODE:HUBDMAP	4	chr6:142468383..142468421,+	8.95954509859384	77427	6995	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@VTA1	130,1	39	14,48	28,1	51,6	72,96	0,806866539	0,636415667	TATA-less	CpG	VTA1	chr6
130	ENSG00000009954.6	chr7:72844843-72936623,-	-	BAZ1B	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	95039	20	coding	0.9509799999999999	ENCODE:FANTOM:GENCODE:HUBDMAP	4	chr7:72936610..72936637,-	19.7119486240355	91518	8404	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@BAZ1B	34,5	8,6	2,7	5,8	12	18,56	2,249797704	1,125897846	TATA-less	CpG	BAZ1B	chr7
131	ENSG00000010017.9	chr6:13619355-13712067,-	-	RANBP9	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	89477	25	coding	0.9339299999999999	ENCODE:FANTOM:GENCODE:HUBDMAP	4	chr6:13712050..13712097,-	14.1162937719162	92116	5159	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@RANBP9	48,5	9,8	4,3	6,8	14,4	23,26	4,330394726	1,667548145	TATA-less	CpG	RANBP9	chr6
132	ENSG00000010072.11	chr1:231473795-231505343,+	+	SPRTN	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	53849	12	coding	0.9947	ENCODE:FANTOM:GENCODE:MITRANS	4	chr1:231473990..231474047,+	4.4742126474856905	31549	23299	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@C1orf124	49,6	6,9	3	5,1	9,2	13,86	24,72341132	3,091296086	TATA-less	CpG	C1orf124	chr1
133	ENSG00000010165.15	chr1:171591383-171783163,+	+	METTL13	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	53959	23	coding	0.9184200000000001	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr1:171750776..171750870,+	8.79976134983108	32210	9940	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@METTL13	24,5	7,1	1,6	4,7	9,2	13,36	1,797896907	0,808112695	TATA-less	CpG	METTL13	chr1
134	ENSG00000010219.9	chr12:4671374-4725823,+	+	DYRK4	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	180628	44	coding	0.99951	ENCODE:FANTOM:GENCODE:HUBDMAP	4	chr12:4714050..4714139,+	17.431467933314	52669	7235	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@DYRK4,p1@NDUFA9	120,9	32	6,5	21,4	41,5	63,44	2,496502044	0,952257045	TATA-less	CpG-less	NDUFA9	chr12
135	ENSG00000272921.1	chr12:4714117-4771809,+	+	RP11-500M8.7	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	172857	3	coding	0.99951	ENCODE:FANTOM:GENCODE	3	chr12:4714050..4714139,+	5.71733204998744	57693	3576	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@DYRK4,p1@NDUFA9	120,9	32	6,5	21,4	41,5	63,44	2,496502044	0,952257045	TATA-less	CpG-less	NDUFA9	chr12
136	ENSG00000010244.12	chr17:30676269-30749131,+	+	ZNF207	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	815730	42	coding	0.98075	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr17:30677160..30677200,+	12.150740793944301	72863	46072	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@ZNF207	503,8	130,9	64,12	101,9	166,3	251,68	5,405531461	1,784952532	TATA-less	CpG	ZNF207	chr17
138	ENSG00000010256.6	chr3:48632847-48648299,-	-	UQCRC1	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	1105742	14	coding	0.9959600000000001	ENCODE:FANTOM:GENCODE:HUBDMAP	4	chr3:48647059..48647102,-	13.557399974085698	14233	6284	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@UQCRC1	1150,3	161,9	64,62	117,4	225,6	419,88	14,0455697	3,092125024	TATA-less	CpG	UQCRC1	chr3
139	ENSG00000010270.9	chr7:38217847-38274185,+	+	STARD3NL	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	189456	18	coding	0.9922200000000001	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr7:38217920..38218003,+	11.271866293207099	52947	3605	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@STARD3NL	70,4	15,1	1,88	8	24,2	38,94	1,073654999	0,946861358	TATA-less	CpG	STARD3NL	chr7
140	ENSG00000010295.15	chr12:6647541-6665208,-	-	IFFO1	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	136267	18	coding	0.9950600000000001	ENCODE:FANTOM:GENCODE:HUBDMAP	4	chr12:6665200..6665255,-	9.57161500734987	16579	8361	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@IFFO1	76,3	13,5	0	6,5	21,8	40,06	1,722984813	1,137193732	TATA-less	CpG	IFFO1	chr12
141	ENSG00000010322.11	chr3:52489082-52528790,+	+	NISCH	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	154324	52	coding	0.96194	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr3:52489606..52489654,+	21.623282342769798	39270	8705	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@NISCH	111,7	16,6	4,7	10,5	25,4	46,12	5,560480696	1,791720191	TATA-less	CpG	NISCH	chr3
142	ENSG00000010361.9	chr19:50309627-50320726,-	-	FUZ	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	34132	27	coding	0.9705799999999999	ENCODE:FANTOM:GENCODE:MITRANS	4	chr19:50316517..50316562,-	14.0137092012293	10601	2532	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@FUZ	25	2,7	0	1,4	4,3	7,5	8,282487776	1,884205801	TATA-less	CpG-less	FUZ	chr19
143	ENSG00000010626.10	chr12:6982641-7023450,+	+	LRRC23	coding_mRNA	__na	DHS_dyadic	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	51528	27	coding	0.9748700000000001	ENCODE:FANTOM:GENCODE:HUBDMAP	4	chr12:7013965..7014045,+	12.8234964104245	34114	17027	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@LRRC23	27,5	3,9	0,8	2,4	6	11,02	5,26800971	1,723990546	TATA-less	CpG-less	LRRC23	chr12
